"seq_pre_venda";"dta_emissao";"hra_emissao";"cod_pessoa_cliente";"cod_pessoa_representante";"val_total_pre_venda";"ind_status"
35.922;08/02/2017 00:00;"17:46";2.805;2.300;300;"FA"
35.923;08/02/2017 00:00;"17:48";72;18;4725,3;"FA"
46.814;23/06/2017 00:00;"12:16";1;685;4,5;"FA"
35.926;09/02/2017 00:00;"08:27";889;18;3700,8;"FA"
46.808;23/06/2017 00:00;"11:44";2.551;2.300;330,2;"FA"
35.929;09/02/2017 00:00;"08:39";1.139;2.300;210;"FA"
46.809;23/06/2017 00:00;"11:46";3.239;3.231;3231,5;"FA"
35.928;09/02/2017 00:00;"08:36";768;2.182;1125;"FA"
46.799;23/06/2017 00:00;"11:21";962;19;456,8;"FA"
46.802;23/06/2017 00:00;"11:34";2.019;18;204,5;"FA"
35.927;09/02/2017 00:00;"08:29";2.239;18;2491,2;"FA"
46.813;23/06/2017 00:00;"12:14";1;685;63;"FA"
46.807;23/06/2017 00:00;"11:42";1.802;3.231;6450;"FA"
46.806;23/06/2017 00:00;"11:38";3.078;3.421;1156,71;"FA"
46.804;23/06/2017 00:00;"11:38";855;18;344,34;"FA"
46.812;23/06/2017 00:00;"12:11";1;685;11;"FA"
35.932;09/02/2017 00:00;"09:12";722;1.568;1697;"FA"
35.936;09/02/2017 00:00;"09:50";1.027;1.568;139,81;"FA"
35.937;09/02/2017 00:00;"09:50";2.460;2.182;204,91;"FA"
35.931;09/02/2017 00:00;"09:09";1.812;685;1195,7;"FA"
35.935;09/02/2017 00:00;"09:48";1.297;1.568;140;"FA"
35.934;09/02/2017 00:00;"09:28";1.970;1.559;3675;"FA"
35.940;09/02/2017 00:00;"10:20";2.906;685;32;"FA"
35.821;07/02/2017 00:00;"17:11";1.028;1.534;215,82;"FA"
35.933;09/02/2017 00:00;"09:16";182;2.182;1615,45;"FA"
35.939;09/02/2017 00:00;"10:18";2.905;685;40;"FA"
35.938;09/02/2017 00:00;"10:12";1.550;1.559;420;"FA"
35.941;09/02/2017 00:00;"10:26";2.688;2.300;105;"FA"
35.944;09/02/2017 00:00;"10:38";2.649;685;120;"FA"
35.947;09/02/2017 00:00;"10:45";2.907;685;95;"FA"
35.948;09/02/2017 00:00;"10:45";296;2.481;756,35;"FA"
35.930;09/02/2017 00:00;"08:58";1.163;1.568;47,1;"CC"
35.946;09/02/2017 00:00;"10:43";2.222;18;375,6;"CC"
35.942;09/02/2017 00:00;"10:25";564;18;8136,55;"FA"
35.945;09/02/2017 00:00;"10:40";612;1.534;668,8;"FA"
46.815;23/06/2017 00:00;"12:54";2.495;18;223,64;"FA"
35.949;09/02/2017 00:00;"10:53";249;1.568;326,61;"FA"
35.952;09/02/2017 00:00;"11:03";1.934;1.534;323,64;"FA"
35.943;09/02/2017 00:00;"10:34";1.790;18;1360;"FA"
35.957;09/02/2017 00:00;"11:21";2.908;1.568;48;"FA"
35.951;09/02/2017 00:00;"10:56";1.768;1.559;3917,52;"FA"
35.950;09/02/2017 00:00;"10:56";716;18;239,42;"FA"
35.956;09/02/2017 00:00;"11:08";354;1.534;260,48;"FA"
35.982;09/02/2017 00:00;"14:22";1.092;2.182;157,1;"FA"
35.983;09/02/2017 00:00;"14:27";2.871;685;332,8;"FA"
35.959;09/02/2017 00:00;"11:27";756;2.182;388,05;"FA"
35.954;09/02/2017 00:00;"11:05";990;1.568;2594,1;"FA"
35.964;09/02/2017 00:00;"11:36";1.387;18;413,62;"FA"
35.955;09/02/2017 00:00;"11:05";448;1.534;1138,5;"FA"
35.962;09/02/2017 00:00;"11:34";713;1.568;1260;"FA"
35.963;09/02/2017 00:00;"11:34";366;1.534;506,55;"FA"
35.987;09/02/2017 00:00;"14:46";2.277;2.182;203,26;"FA"
35.953;09/02/2017 00:00;"11:04";603;19;9540;"FA"
35.973;09/02/2017 00:00;"13:49";1.719;1.559;2452,57;"FA"
35.988;09/02/2017 00:00;"14:51";2.909;1.568;48;"FA"
46.816;23/06/2017 00:00;"12:56";2.226;18;163,8;"FA"
35.965;09/02/2017 00:00;"11:37";165;2.300;7210,5;"FA"
35.978;09/02/2017 00:00;"14:12";821;19;993,38;"FA"
35.960;09/02/2017 00:00;"11:28";609;19;3604,48;"FA"
35.972;09/02/2017 00:00;"13:43";1.262;2.300;488,61;"FA"
35.971;09/02/2017 00:00;"13:40";387;18;1414,26;"FA"
35.958;09/02/2017 00:00;"11:22";1.697;2.481;446,04;"FA"
46.820;23/06/2017 00:00;"13:26";81;18;72,9;"FA"
35.969;09/02/2017 00:00;"13:25";2.876;1.559;308,73;"FA"
35.968;09/02/2017 00:00;"13:03";2.456;2.300;401,1;"FA"
35.976;09/02/2017 00:00;"14:05";255;2.300;213,52;"FA"
35.977;09/02/2017 00:00;"14:06";2.521;2.481;274,02;"FA"
35.979;09/02/2017 00:00;"14:13";773;2.182;2250;"FA"
35.980;09/02/2017 00:00;"14:14";876;18;315,24;"FA"
35.975;09/02/2017 00:00;"14:04";67;18;496,47;"FA"
35.981;09/02/2017 00:00;"14:20";158;2.300;164,42;"FA"
35.989;09/02/2017 00:00;"14:57";602;19;1129,82;"FA"
35.984;09/02/2017 00:00;"14:36";1.786;19;1360,96;"FA"
35.986;09/02/2017 00:00;"14:40";214;1.534;1360,2;"FA"
35.985;09/02/2017 00:00;"14:38";1.067;1.534;598,8;"FA"
46.830;23/06/2017 00:00;"14:02";3.451;685;40;"FA"
46.798;23/06/2017 00:00;"11:24";1.581;3.049;931,5;"FA"
35.990;09/02/2017 00:00;"14:58";1.524;2.182;462;"FA"
46.818;23/06/2017 00:00;"13:09";563;2.182;1446,9;"FA"
46.833;23/06/2017 00:00;"14:06";1;685;233,8;"FA"
46.821;23/06/2017 00:00;"13:28";3.031;2.300;147,58;"FA"
46.845;23/06/2017 00:00;"14:24";3.454;685;177,01;"FA"
46.839;23/06/2017 00:00;"14:15";867;3.049;175,4;"FA"
46.819;23/06/2017 00:00;"13:16";875;3.049;297,32;"FA"
46.832;23/06/2017 00:00;"14:04";1;685;51;"FA"
46.838;23/06/2017 00:00;"14:13";1;685;72;"FA"
46.847;23/06/2017 00:00;"14:26";3.453;685;75;"FA"
46.837;23/06/2017 00:00;"14:10";1;685;11,88;"FA"
46.842;23/06/2017 00:00;"14:18";1;685;109,6;"FA"
46.854;23/06/2017 00:00;"14:43";1;685;74,5;"FA"
46.852;23/06/2017 00:00;"14:41";1;685;27;"FA"
46.861;23/06/2017 00:00;"15:18";1.933;3.049;256,8;"FA"
46.864;23/06/2017 00:00;"15:20";379;18;505;"FA"
46.875;23/06/2017 00:00;"16:20";495;2.300;352,74;"FA"
35.970;09/02/2017 00:00;"13:38";631;2.300;372;"FA"
35.991;09/02/2017 00:00;"15:01";2.364;2.481;287,28;"FA"
36.027;09/02/2017 00:00;"17:34";180;2.481;466,44;"FA"
36.006;09/02/2017 00:00;"16:30";2.374;18;4425,58;"FA"
36.000;09/02/2017 00:00;"16:07";1.731;1.568;1113;"FA"
35.994;09/02/2017 00:00;"15:06";2.904;2.481;254,58;"FA"
36.001;09/02/2017 00:00;"16:13";566;18;3047,5;"FA"
36.015;09/02/2017 00:00;"17:00";29;1.568;1132,71;"FA"
35.999;09/02/2017 00:00;"15:36";1.781;2.481;360,03;"FA"
36.019;09/02/2017 00:00;"17:14";734;1.568;1080;"FA"
36.005;09/02/2017 00:00;"16:23";1.323;1.568;1008,54;"FA"
36.017;09/02/2017 00:00;"17:10";603;19;2934;"FA"
36.007;09/02/2017 00:00;"16:35";135;1.534;1897,5;"FA"
46.826;23/06/2017 00:00;"13:39";892;18;283,08;"FA"
46.825;23/06/2017 00:00;"13:37";715;18;1008,19;"FA"
46.823;23/06/2017 00:00;"13:35";3.164;18;238,8;"FA"
46.824;23/06/2017 00:00;"13:36";3.352;3.231;4329,3;"FA"
35.993;09/02/2017 00:00;"15:07";343;685;1006,33;"FA"
35.966;09/02/2017 00:00;"11:50";1.868;2.182;1370,39;"FA"
36.009;09/02/2017 00:00;"16:38";2.215;2.300;547,75;"FA"
36.004;09/02/2017 00:00;"16:22";2.368;2.182;207,5;"FA"
46.822;23/06/2017 00:00;"13:34";58;18;512,41;"FA"
36.003;09/02/2017 00:00;"16:21";2.901;49;1515,5;"FA"
35.992;09/02/2017 00:00;"15:01";2.810;1.534;3887;"CC"
35.995;09/02/2017 00:00;"15:14";497;2.481;768,13;"FA"
36.013;09/02/2017 00:00;"16:54";94;1.534;1648,46;"FA"
35.997;09/02/2017 00:00;"15:18";1.285;22;11783,2;"FA"
36.011;09/02/2017 00:00;"16:46";864;22;3300;"FA"
36.008;09/02/2017 00:00;"16:36";170;2.300;2343,4;"FA"
36.014;09/02/2017 00:00;"16:58";743;2.300;258,06;"FA"
36.016;09/02/2017 00:00;"17:06";181;2.182;3324,62;"FA"
35.998;09/02/2017 00:00;"15:27";1.700;2.182;744;"CC"
35.996;09/02/2017 00:00;"15:17";2.512;2.481;372;"FA"
36.002;09/02/2017 00:00;"16:14";1.765;2.182;734,7;"FA"
36.020;09/02/2017 00:00;"17:24";164;2.300;1733,8;"FA"
36.010;09/02/2017 00:00;"16:42";1.302;2.182;3749;"FA"
46.828;23/06/2017 00:00;"13:51";2.855;2.481;202,8;"FA"
36.024;09/02/2017 00:00;"17:29";714;2.481;1600,5;"FA"
36.023;09/02/2017 00:00;"17:27";720;2.300;157,86;"FA"
46.831;23/06/2017 00:00;"14:00";889;18;206,22;"FA"
46.827;23/06/2017 00:00;"13:45";2.287;18;358,71;"FA"
46.829;23/06/2017 00:00;"13:58";2.904;2.481;290,54;"FA"
36.025;09/02/2017 00:00;"17:30";162;2.300;365,25;"FA"
46.851;23/06/2017 00:00;"14:34";387;18;990;"FA"
46.850;23/06/2017 00:00;"14:33";823;19;5509,14;"FA"
46.848;23/06/2017 00:00;"14:26";2.170;18;834;"FA"
46.840;23/06/2017 00:00;"14:13";2.817;18;286,56;"FA"
46.843;23/06/2017 00:00;"14:18";3.450;19;182,02;"FA"
46.841;23/06/2017 00:00;"14:13";1.851;19;1148,99;"FA"
46.855;23/06/2017 00:00;"14:51";1.918;19;1759,05;"FA"
46.834;23/06/2017 00:00;"14:06";616;2.481;1538,59;"FA"
46.844;23/06/2017 00:00;"14:20";1.125;19;2160;"FA"
46.853;23/06/2017 00:00;"14:40";1.989;2.300;316,7;"FA"
46.846;23/06/2017 00:00;"14:23";591;19;2020,8;"FA"
46.859;23/06/2017 00:00;"15:16";110;3.049;3049;"FA"
36.028;09/02/2017 00:00;"17:35";714;2.481;346,5;"FA"
36.030;09/02/2017 00:00;"17:42";398;2.481;208,92;"FA"
36.012;09/02/2017 00:00;"16:53";737;2.300;2434,12;"FA"
36.021;09/02/2017 00:00;"17:25";135;1.534;1028;"FA"
36.026;09/02/2017 00:00;"17:32";397;2.300;365,25;"FA"
36.022;09/02/2017 00:00;"17:26";1.260;2.481;1991,28;"FA"
36.029;09/02/2017 00:00;"17:38";913;2.300;78,2;"FA"
46.882;23/06/2017 00:00;"16:38";55;18;278,64;"FA"
36.018;09/02/2017 00:00;"17:13";733;2.300;2451,8;"FA"
46.869;23/06/2017 00:00;"16:02";110;3.049;406;"FA"
36.031;10/02/2017 00:00;"08:23";967;19;6180;"FA"
46.870;23/06/2017 00:00;"16:03";3.393;3.231;450;"FA"
36.039;10/02/2017 00:00;"09:09";620;19;1275;"FA"
46.868;23/06/2017 00:00;"15:53";1.333;18;420,03;"FA"
36.036;10/02/2017 00:00;"09:05";226;18;3586,8;"FA"
36.033;10/02/2017 00:00;"08:29";2.709;19;522,5;"FA"
46.867;23/06/2017 00:00;"15:45";748;18;551,08;"FA"
36.038;10/02/2017 00:00;"09:06";2.675;19;930;"FA"
46.866;23/06/2017 00:00;"15:33";72;18;379,49;"FA"
46.871;23/06/2017 00:00;"16:04";2.989;1.559;6006;"FA"
36.032;10/02/2017 00:00;"08:26";528;1.534;2058;"FA"
36.045;10/02/2017 00:00;"09:34";887;1.568;145,78;"FA"
36.037;10/02/2017 00:00;"09:06";959;1.568;92;"FA"
36.067;10/02/2017 00:00;"10:48";1.935;1.568;513,76;"FA"
36.040;10/02/2017 00:00;"09:17";1.096;19;3726;"FA"
36.049;10/02/2017 00:00;"09:40";770;2.182;338,25;"FA"
36.072;10/02/2017 00:00;"11:03";1.573;1.568;520,7;"FA"
36.034;10/02/2017 00:00;"08:53";757;18;514,8;"FA"
36.059;10/02/2017 00:00;"10:23";2.872;1.568;243,95;"FA"
36.055;10/02/2017 00:00;"10:09";2.538;2.182;336,48;"FA"
36.052;10/02/2017 00:00;"09:47";320;2.300;112;"FA"
36.046;10/02/2017 00:00;"09:36";1.281;2.300;110,94;"FA"
36.061;10/02/2017 00:00;"10:32";1.624;2.182;388,7;"FA"
36.058;10/02/2017 00:00;"10:17";428;2.182;359,35;"FA"
36.068;10/02/2017 00:00;"10:48";2.892;2.182;160,8;"FA"
36.066;10/02/2017 00:00;"10:46";939;1.534;316,98;"FA"
36.074;10/02/2017 00:00;"11:14";342;1.534;210;"FA"
36.060;10/02/2017 00:00;"10:25";1.624;2.182;1103,16;"FA"
36.041;10/02/2017 00:00;"09:21";1.842;18;2120,7;"FA"
46.874;23/06/2017 00:00;"16:16";1.317;18;301,09;"FA"
36.043;10/02/2017 00:00;"09:31";272;685;68;"FA"
36.047;10/02/2017 00:00;"09:36";307;2.300;220,76;"FA"
36.051;10/02/2017 00:00;"09:46";993;2.182;210;"FA"
36.057;10/02/2017 00:00;"10:12";1.637;2.481;759;"FA"
36.064;10/02/2017 00:00;"10:34";781;19;1155,18;"FA"
36.044;10/02/2017 00:00;"09:34";2.911;685;78,15;"FA"
36.050;10/02/2017 00:00;"09:46";2.798;2.300;224,7;"FA"
36.062;10/02/2017 00:00;"10:33";1.649;2.300;454,16;"FA"
36.056;10/02/2017 00:00;"10:09";590;19;973,92;"FA"
36.065;10/02/2017 00:00;"10:34";1.730;1.534;194,35;"FA"
36.054;10/02/2017 00:00;"10:06";527;1.534;558;"FA"
36.063;10/02/2017 00:00;"10:34";1.973;2.481;264,51;"FA"
36.069;10/02/2017 00:00;"10:52";1.191;19;1939,1;"FA"
36.053;10/02/2017 00:00;"10:02";527;1.534;1112,9;"FA"
36.073;10/02/2017 00:00;"11:10";250;2.182;845,52;"FA"
36.071;10/02/2017 00:00;"11:00";1.139;2.300;396,8;"FA"
36.048;10/02/2017 00:00;"09:37";2.099;18;1790;"FA"
36.070;10/02/2017 00:00;"10:59";183;2.182;1874,5;"FA"
36.076;10/02/2017 00:00;"11:20";1.331;2.300;839,32;"FA"
36.077;10/02/2017 00:00;"11:26";990;1.568;1050;"FA"
36.084;10/02/2017 00:00;"11:47";823;19;1529,34;"FA"
36.083;10/02/2017 00:00;"11:45";744;2.300;160,56;"FA"
36.078;10/02/2017 00:00;"11:32";145;2.481;2548,5;"FA"
36.079;10/02/2017 00:00;"11:33";1.395;1.568;47,38;"FA"
36.082;10/02/2017 00:00;"11:45";531;2.481;596,55;"FA"
36.042;10/02/2017 00:00;"09:24";1.563;18;9722,04;"FA"
36.081;10/02/2017 00:00;"11:45";684;2.182;999,08;"FA"
36.085;10/02/2017 00:00;"11:52";272;685;68;"FA"
36.087;10/02/2017 00:00;"13:02";2.600;19;297,68;"FA"
36.093;10/02/2017 00:00;"13:24";1.870;19;214,9;"FA"
36.091;10/02/2017 00:00;"13:17";1.918;19;1274,66;"FA"
36.080;10/02/2017 00:00;"11:36";715;18;943,6;"FA"
36.089;10/02/2017 00:00;"13:12";822;19;1747,9;"FA"
36.090;10/02/2017 00:00;"13:14";2.387;2.182;124,5;"FA"
36.092;10/02/2017 00:00;"13:24";2.915;93;420;"FA"
36.088;10/02/2017 00:00;"13:09";1.087;19;706,96;"FA"
36.094;10/02/2017 00:00;"13:26";875;1.568;516,96;"FA"
36.097;10/02/2017 00:00;"13:57";777;49;411,4;"FA"
36.106;10/02/2017 00:00;"14:24";1.852;19;1131,42;"FA"
36.096;10/02/2017 00:00;"13:49";532;1.568;213,8;"FA"
36.095;10/02/2017 00:00;"13:47";2.868;22;1050;"FA"
36.105;10/02/2017 00:00;"14:20";363;1.534;255,6;"FA"
36.103;10/02/2017 00:00;"14:18";924;1.534;395,94;"FA"
36.098;10/02/2017 00:00;"13:57";2.591;2.481;354;"FA"
36.104;10/02/2017 00:00;"14:19";969;1.568;148,2;"FA"
36.114;10/02/2017 00:00;"14:53";162;2.300;358,2;"FA"
36.110;10/02/2017 00:00;"14:40";2.440;2.182;533,1;"FA"
36.102;10/02/2017 00:00;"14:16";2.566;1.534;238,42;"FA"
46.879;23/06/2017 00:00;"16:34";744;2.300;343,74;"FA"
36.108;10/02/2017 00:00;"14:35";50;1.559;328,56;"FA"
36.101;10/02/2017 00:00;"14:12";94;1.534;228;"FA"
36.115;10/02/2017 00:00;"14:54";1.027;1.568;101,75;"FA"
36.113;10/02/2017 00:00;"14:50";1.071;19;1617,7;"FA"
36.116;10/02/2017 00:00;"14:57";419;2.182;1094,82;"FA"
36.107;10/02/2017 00:00;"14:32";531;2.481;430;"FA"
36.100;10/02/2017 00:00;"14:11";523;1.534;1354;"FA"
36.195;10/02/2017 00:00;"17:36";1.655;1.534;748,5;"FA"
36.109;10/02/2017 00:00;"14:36";449;2.481;485,1;"FA"
36.099;10/02/2017 00:00;"14:06";763;1.559;3150;"FA"
36.119;10/02/2017 00:00;"15:02";2.170;18;1193,4;"FA"
36.122;10/02/2017 00:00;"15:08";967;19;3300;"FA"
36.117;10/02/2017 00:00;"15:01";1.851;19;1095;"FA"
36.120;10/02/2017 00:00;"15:06";388;18;657;"FA"
36.121;10/02/2017 00:00;"15:07";836;18;424,35;"FA"
36.128;10/02/2017 00:00;"15:12";1.096;19;6450;"FA"
36.127;10/02/2017 00:00;"15:12";2.484;1.568;122,7;"FA"
36.126;10/02/2017 00:00;"15:11";963;19;240;"FA"
36.129;10/02/2017 00:00;"15:14";823;19;1100;"FA"
36.136;10/02/2017 00:00;"15:21";864;19;1312,36;"FA"
36.135;10/02/2017 00:00;"15:21";757;18;167,16;"FA"
36.133;10/02/2017 00:00;"15:20";1.191;19;228;"FA"
36.138;10/02/2017 00:00;"15:28";1.125;19;2736,9;"FA"
36.124;10/02/2017 00:00;"15:09";784;18;221,28;"FA"
36.131;10/02/2017 00:00;"15:17";226;18;2150;"FA"
36.137;10/02/2017 00:00;"15:25";304;2.182;1079,88;"FA"
36.132;10/02/2017 00:00;"15:18";2.159;19;3225;"FA"
46.877;23/06/2017 00:00;"16:36";1;685;45,8;"FA"
36.191;10/02/2017 00:00;"17:26";1;22;95742,6;"FA"
36.189;10/02/2017 00:00;"17:22";1;22;19261,44;"FA"
36.188;10/02/2017 00:00;"17:20";14;2.182;19261,44;"CC"
46.911;23/06/2017 00:00;"17:54";1;685;21;"FA"
46.888;23/06/2017 00:00;"17:19";1;685;91,88;"FA"
46.886;23/06/2017 00:00;"17:11";1;685;125,14;"FA"
36.134;10/02/2017 00:00;"15:20";724;2.182;1152,18;"FA"
46.885;23/06/2017 00:00;"17:04";1;685;111,08;"FA"
46.906;23/06/2017 00:00;"17:44";1;685;363,52;"FA"
36.205;10/02/2017 00:00;"18:23";2.019;18;347,51;"FA"
46.903;23/06/2017 00:00;"17:40";1;685;86,08;"FA"
46.892;23/06/2017 00:00;"17:27";1;685;108;"FA"
46.908;23/06/2017 00:00;"17:46";1;685;129,6;"FA"
46.890;23/06/2017 00:00;"17:20";1;685;25;"FA"
46.915;23/06/2017 00:00;"18:03";1;685;278;"FA"
46.909;23/06/2017 00:00;"17:49";1;685;312,3;"FA"
46.912;23/06/2017 00:00;"18:00";1;685;735;"FA"
46.916;23/06/2017 00:00;"18:14";1;685;453;"FA"
46.917;23/06/2017 00:00;"18:36";1;685;59,76;"FA"
46.918;23/06/2017 00:00;"18:47";1;685;33,15;"FA"
36.144;10/02/2017 00:00;"15:51";1.205;1.568;429,79;"FA"
36.139;10/02/2017 00:00;"15:31";1.108;19;6564,2;"FA"
36.112;10/02/2017 00:00;"14:48";2.248;19;4439,5;"FA"
36.130;10/02/2017 00:00;"15:14";2.099;18;2100;"FA"
36.150;10/02/2017 00:00;"15:57";2.495;18;584,72;"FA"
36.125;10/02/2017 00:00;"15:10";333;1.534;246,43;"FA"
36.149;10/02/2017 00:00;"15:57";170;2.300;684;"FA"
36.148;10/02/2017 00:00;"15:55";2.054;18;155,48;"FA"
36.147;10/02/2017 00:00;"15:54";725;18;682,56;"FA"
36.145;10/02/2017 00:00;"15:52";1.284;18;427,34;"FA"
36.143;10/02/2017 00:00;"15:48";243;1.534;6445,26;"FA"
36.142;10/02/2017 00:00;"15:47";2.216;2.182;1151,24;"FA"
36.153;10/02/2017 00:00;"16:00";2.886;18;371,75;"FA"
36.146;10/02/2017 00:00;"15:53";1.750;18;238,8;"FA"
36.141;10/02/2017 00:00;"15:37";1.309;2.300;377,4;"FA"
36.140;10/02/2017 00:00;"15:34";995;19;474,54;"FA"
36.151;10/02/2017 00:00;"15:58";2.332;2.481;1029;"FA"
36.154;10/02/2017 00:00;"16:01";616;2.481;450,96;"FA"
36.152;10/02/2017 00:00;"16:00";1.679;2.182;546,66;"FA"
46.881;23/06/2017 00:00;"16:36";2.216;2.182;750,4;"FA"
46.887;23/06/2017 00:00;"17:18";1.302;2.182;5693,8;"FA"
36.160;10/02/2017 00:00;"16:06";2.221;18;164,76;"FA"
36.158;10/02/2017 00:00;"16:05";737;2.300;2100;"FA"
36.162;10/02/2017 00:00;"16:08";64;18;158,27;"FA"
36.159;10/02/2017 00:00;"16:06";1.505;2.182;150,24;"FA"
36.161;10/02/2017 00:00;"16:07";2.424;2.481;259,08;"FA"
46.884;23/06/2017 00:00;"16:46";1.139;2.300;232,92;"FA"
46.878;23/06/2017 00:00;"16:33";1.011;1.559;1001,81;"FA"
46.883;23/06/2017 00:00;"16:47";137;3.049;357,45;"FA"
46.899;23/06/2017 00:00;"17:33";1.533;19;8001;"FA"
46.891;23/06/2017 00:00;"17:23";1.068;3.049;155,48;"FA"
46.913;23/06/2017 00:00;"18:02";247;2.481;2084,24;"FA"
36.171;10/02/2017 00:00;"16:36";1.678;2.300;190;"FA"
36.163;10/02/2017 00:00;"16:09";2.624;2.481;336,6;"FA"
36.167;10/02/2017 00:00;"16:26";1.368;2.300;1565,88;"FA"
36.174;10/02/2017 00:00;"16:49";2.903;22;255,1;"FA"
36.166;10/02/2017 00:00;"16:20";1.102;18;6211,5;"FA"
36.169;10/02/2017 00:00;"16:33";2.000;2.300;244,74;"FA"
36.168;10/02/2017 00:00;"16:29";2.850;2.300;424,11;"FA"
36.177;10/02/2017 00:00;"16:51";2.215;2.300;228;"FA"
36.175;10/02/2017 00:00;"16:49";2.261;2.481;2102,94;"FA"
36.176;10/02/2017 00:00;"16:50";733;2.300;1095;"FA"
36.164;10/02/2017 00:00;"16:12";737;2.300;198;"FA"
36.178;10/02/2017 00:00;"16:53";747;2.182;962,4;"FA"
36.181;10/02/2017 00:00;"17:05";1.563;18;3150;"FA"
36.179;10/02/2017 00:00;"17:02";559;18;6394,8;"FA"
36.182;10/02/2017 00:00;"17:07";1.333;18;238,5;"FA"
36.173;10/02/2017 00:00;"16:44";529;1.534;760,94;"FA"
36.170;10/02/2017 00:00;"16:34";1.433;2.300;3752,1;"FA"
36.243;13/02/2017 00:00;"11:37";1.564;1.534;1669,32;"FA"
36.244;13/02/2017 00:00;"11:38";390;18;173,18;"FA"
36.185;10/02/2017 00:00;"17:16";744;2.300;318,96;"FA"
36.180;10/02/2017 00:00;"17:03";1.932;1.559;430;"FA"
36.187;10/02/2017 00:00;"17:18";733;2.300;150,48;"FA"
36.196;10/02/2017 00:00;"17:40";2.060;2.481;1490,4;"FA"
36.183;10/02/2017 00:00;"17:12";219;18;392,74;"FA"
36.186;10/02/2017 00:00;"17:18";1.317;18;186,8;"FA"
36.184;10/02/2017 00:00;"17:13";1.251;2.300;2037;"FA"
36.199;10/02/2017 00:00;"17:48";2.023;1.534;1050;"FA"
36.198;10/02/2017 00:00;"17:47";2.842;18;230,23;"FA"
36.190;10/02/2017 00:00;"17:25";247;2.481;721,58;"FA"
36.194;10/02/2017 00:00;"17:35";764;18;1015,27;"FA"
36.193;10/02/2017 00:00;"17:33";2.233;2.481;590,46;"FA"
36.201;10/02/2017 00:00;"17:51";255;2.300;207,4;"FA"
36.200;10/02/2017 00:00;"17:50";2.696;18;898,19;"FA"
36.197;10/02/2017 00:00;"17:41";748;18;861,99;"FA"
36.202;10/02/2017 00:00;"17:55";55;18;514,56;"FA"
36.192;10/02/2017 00:00;"17:33";2.233;2.481;590,46;"FA"
36.172;10/02/2017 00:00;"16:44";164;2.300;645;"FA"
46.889;23/06/2017 00:00;"17:17";2.975;2.481;760,38;"FA"
36.207;11/02/2017 00:00;"08:26";1.625;2.481;525;"FA"
36.206;11/02/2017 00:00;"08:18";1.225;1.534;404,01;"FA"
36.203;10/02/2017 00:00;"17:55";260;2.300;1565,65;"FA"
36.111;11/02/2017 00:00;"14:46";444;2.300;1267,43;"FA"
36.216;11/02/2017 00:00;"11:58";2.903;93;310,44;"FA"
36.211;11/02/2017 00:00;"09:45";50;1.559;1680;"FA"
36.213;11/02/2017 00:00;"10:44";448;1.534;992,92;"CC"
36.215;11/02/2017 00:00;"11:47";2.194;2.481;194,35;"FA"
36.204;10/02/2017 00:00;"18:00";819;2.300;2849,25;"FA"
36.212;11/02/2017 00:00;"10:00";320;2.300;174,63;"FA"
36.208;11/02/2017 00:00;"08:54";2.916;1.568;140;"FA"
36.210;11/02/2017 00:00;"09:39";733;2.300;299,68;"FA"
35.820;07/02/2017 00:00;"17:08";2.833;2.182;6708,76;"CC"
36.214;11/02/2017 00:00;"10:45";563;2.182;1276,71;"FA"
36.217;11/02/2017 00:00;"12:21";209;2.182;383,7;"FA"
36.218;11/02/2017 00:00;"12:56";555;2.182;363,85;"FA"
36.219;11/02/2017 00:00;"13:36";2.868;22;1510;"FA"
36.227;13/02/2017 00:00;"10:05";1.587;1.559;630;"FA"
36.242;13/02/2017 00:00;"11:31";2.575;2.300;95,35;"FA"
36.209;11/02/2017 00:00;"09:14";58;18;493,98;"CC"
36.224;13/02/2017 00:00;"08:31";1.134;1.568;71,64;"FA"
36.221;11/02/2017 00:00;"13:54";2.889;1.559;1050;"FA"
36.220;11/02/2017 00:00;"13:52";2.179;2.481;2051,06;"FA"
36.226;13/02/2017 00:00;"09:28";2.275;1.568;59,5;"FA"
36.231;13/02/2017 00:00;"10:38";432;2.182;324,18;"FA"
36.223;13/02/2017 00:00;"08:27";1.157;1.568;257,5;"FA"
36.225;13/02/2017 00:00;"08:41";992;1.568;136,7;"FA"
36.235;13/02/2017 00:00;"11:00";296;2.481;1119,32;"FA"
36.233;13/02/2017 00:00;"10:40";948;2.182;232,9;"FA"
36.232;13/02/2017 00:00;"10:41";921;1.568;257;"FA"
36.230;13/02/2017 00:00;"10:32";960;1.568;603;"FA"
36.228;13/02/2017 00:00;"10:26";955;1.534;416,64;"FA"
36.234;13/02/2017 00:00;"10:45";2.538;2.182;462,2;"FA"
36.236;13/02/2017 00:00;"11:04";255;2.300;255,36;"FA"
36.229;13/02/2017 00:00;"10:28";119;2.481;3177,8;"FA"
36.238;13/02/2017 00:00;"11:12";307;2.300;182,1;"FA"
36.240;13/02/2017 00:00;"11:22";2.693;2.481;155,84;"FA"
36.241;13/02/2017 00:00;"11:25";2.402;2.481;246,57;"FA"
36.237;13/02/2017 00:00;"11:08";1.565;2.300;1119,48;"FA"
36.239;13/02/2017 00:00;"11:21";1.026;2.481;393,64;"CC"
46.895;23/06/2017 00:00;"17:28";1.071;19;5771,61;"CC"
36.246;13/02/2017 00:00;"11:51";1.234;2.481;455,32;"FA"
